Seconds,Speed (MPH),Steering Angle,Throttle Position,Engine RPM,Lateral Gs,Acceleration Gs
694.308316,61.563,-0.3,13,2146,0,-0.02
694.393353,61.51,-0.3,13,2145,0,-0.02
694.493353,61.448,-0.3,13,2144,0,-0.02
694.550016,61.412,-0.3,13,2144,0,-0.02
694.593353,61.385,-0.3,12,2143,0,-0.02
694.693353,61.323,-0.3,11,2143,-0.01,-0.03
694.793353,61.26,-0.4,10,2142,-0.01,-0.03
694.809272,61.25,-0.4,10,2141,-0.01,-0.03
694.893353,61.198,-0.4,9,2141,-0.01,-0.03
694.993353,61.136,-0.4,8,2140,-0.01,-0.03
695.093353,61.074,-0.4,6,2139,-0.01,-0.03
695.193353,61.012,-0.4,5,2138,-0.01,-0.03
695.209401,61.002,-0.4,5,2138,-0.01,-0.03
695.21498,60.999,-0.4,5,2138,-0.01,-0.03
695.293353,60.95,-0.4,4,2137,-0.01,-0.03
695.310187,60.94,-0.4,4,2137,-0.01,-0.03
695.393353,60.888,-0.4,3,2134,-0.01,-0.03
695.493353,60.826,-0.4,1,2130,-0.01,-0.03
695.593353,60.764,-0.4,0,2127,-0.01,-0.03
695.613832,60.752,-0.4,0,2126,-0.01,-0.03
695.693353,60.702,-0.4,0,2123,-0.01,-0.04
695.793353,60.64,-0.4,0,2120,-0.01,-0.04
695.818296,60.625,-0.4,0,2119,-0.01,-0.04
695.893353,60.582,-0.4,0,2116,-0.01,-0.04
695.993353,60.525,-0.4,0,2112,-0.01,-0.04
696.093353,60.468,-0.4,0,2109,-0.01,-0.04
696.193353,60.41,-0.4,0,2105,-0.01,-0.04
696.21591,60.397,-0.4,0,2104,-0.01,-0.04
696.220657,60.395,-0.4,0,2104,-0.01,-0.04
696.293354,60.353,-0.4,0,2102,-0.01,-0.04
696.31257,60.342,-0.4,0,2101,-0.01,-0.04
696.393354,60.296,-0.4,0,2099,-0.01,-0.04
696.493354,60.239,-0.3,0,2096,-0.01,-0.04
696.593354,60.182,-0.3,0,2093,-0.01,-0.04
696.693354,60.124,-0.3,0,2090,-0.01,-0.04
696.793354,60.067,-0.3,0,2087,-0.01,-0.04
696.893354,60.01,-0.3,0,2084,-0.01,-0.04
696.91063,60,-0.3,0,2083,-0.01,-0.04
696.993354,59.906,-0.3,0,2081,-0.01,-0.04
697.093354,59.792,-0.2,0,2078,-0.02,-0.04
697.193354,59.679,-0.2,0,2075,-0.02,-0.04
697.256841,59.606,-0.2,0,2073,-0.02,-0.04
697.293354,59.565,-0.2,0,2072,-0.02,-0.04
697.309495,59.546,-0.2,0,2071,-0.02,-0.04
697.354283,59.496,-0.2,0,2070,-0.02,-0.04
697.393354,59.451,-0.2,0,2069,-0.02,-0.04
697.493354,59.337,-0.1,0,2065,-0.02,-0.04
697.593354,59.224,-0.1,0,2061,-0.02,-0.04
697.693354,59.11,-0.1,0,2057,-0.02,-0.04
697.793354,58.996,-0.1,0,2053,-0.02,-0.04
697.893354,58.883,0,0,2050,-0.02,-0.04
697.993354,58.769,0,0,2046,-0.02,-0.04
698.009999,58.75,0,0,2045,-0.02,-0.04
698.093354,58.698,0,0,2042,-0.02,-0.04
698.193354,58.635,0.1,0,2038,-0.02,-0.05
698.255113,58.597,0.1,0,2036,-0.02,-0.05
698.293354,58.573,0.1,0,2034,-0.02,-0.05
698.310746,58.562,0.1,0,2034,-0.02,-0.05
698.355705,58.534,0.1,0,2032,-0.02,-0.05
698.393354,58.51,0,0,2031,-0.02,-0.05
698.493354,58.448,0,0,2027,-0.02,-0.05
698.593354,58.386,-0.1,0,2023,-0.01,-0.05
698.693354,58.323,-0.2,0,2020,-0.01,-0.05
698.793354,58.261,-0.3,0,2016,-0.01,-0.05
698.893354,58.198,-0.3,0,2012,-0.01,-0.05
698.993354,58.136,-0.4,0,2008,0,-0.06
699.010285,58.125,-0.4,0,2008,0,-0.06
699.093354,58.021,-0.5,0,2005,0,-0.06
699.193354,57.896,-0.6,0,2001,0,-0.06
699.255971,57.818,-0.6,0,1999,0,-0.06
699.293354,57.771,-0.6,0,1997,0,-0.06
699.355413,57.694,-0.7,0,1995,0,-0.06
699.378774,57.664,-0.7,0,1994,0,-0.06
699.393354,57.646,-0.7,0,1994,0,-0.06
699.493354,57.521,-0.7,0,1990,0,-0.06
699.593354,57.396,-0.7,0,1987,0,-0.06
699.693354,57.271,-0.7,0,1984,-0.01,-0.06
699.793354,57.146,-0.7,0,1981,-0.01,-0.06
699.893354,57.021,-0.8,0,1977,-0.01,-0.06
699.993354,56.896,-0.8,0,1974,-0.01,-0.06
700.010094,56.875,-0.8,0,1973,-0.01,-0.06
700.093354,56.771,-0.8,0,1971,-0.01,-0.07
700.193354,56.645,-0.8,0,1967,-0.01,-0.07
700.255246,56.568,-0.8,0,1965,-0.01,-0.07
700.293354,56.52,-0.8,0,1964,-0.01,-0.07
700.35536,56.442,-0.8,1,1962,-0.01,-0.07
700.379182,56.413,-0.8,1,1961,-0.02,-0.07
700.393354,56.395,-0.8,1,1961,-0.02,-0.07
700.493355,56.269,-0.7,1,1958,-0.02,-0.07
700.593355,56.144,-0.5,1,1954,-0.02,-0.07
700.693355,56.019,-0.4,1,1951,-0.02,-0.07
700.793355,55.894,-0.3,1,1948,-0.02,-0.07
700.893355,55.768,-0.2,1,1945,-0.02,-0.07
700.993355,55.643,-0.1,1,1941,-0.02,-0.07
701.00773,55.625,0,1,1941,-0.02,-0.07
701.093355,55.572,0.1,1,1938,-0.02,-0.07
701.193355,55.509,0.2,1,1935,-0.02,-0.07
701.256192,55.47,0.3,1,1933,-0.02,-0.07
701.293355,55.447,0.3,1,1932,-0.02,-0.07
701.379478,55.393,0.4,1,1929,-0.02,-0.07
701.393355,55.384,0.4,1,1929,-0.02,-0.07
701.410789,55.374,0.4,1,1928,-0.02,-0.07
701.493355,55.322,0.3,1,1925,-0.02,-0.07
701.593355,55.26,0.1,1,1920,-0.02,-0.07
701.693355,55.197,0,1,1916,-0.02,-0.07
701.793355,55.135,-0.1,1,1912,-0.02,-0.07
701.893355,55.073,-0.3,1,1908,-0.02,-0.07
701.993355,55.01,-0.4,1,1904,-0.02,-0.06
702.00971,55,-0.4,1,1903,-0.02,-0.06
702.093355,54.895,-0.5,1,1899,-0.02,-0.06
702.193355,54.77,-0.7,1,1895,-0.02,-0.06
702.256009,54.692,-0.7,1,1892,-0.02,-0.06
702.293355,54.646,-0.8,1,1891,-0.02,-0.06
702.378997,54.538,-0.9,1,1887,-0.01,-0.06
702.393355,54.521,-1,1,1887,-0.01,-0.06
702.409866,54.5,-1,1,1886,-0.01,-0.06
702.493355,54.396,-1.3,1,1881,0,-0.06
702.593355,54.271,-1.7,1,1876,0.01,-0.07
702.693355,54.146,-2,1,1871,0.02,-0.07
702.793355,54.021,-2.4,1,1865,0.03,-0.07
702.893355,53.896,-2.7,1,1860,0.03,-0.07
702.993355,53.771,-3.1,1,1854,0.04,-0.07
703.009894,53.75,-3.1,1,1854,0.04,-0.07
703.093355,53.594,-3.4,1,1849,0.05,-0.07
703.193355,53.406,-3.8,1,1844,0.06,-0.07
703.254916,53.291,-4,1,1840,0.07,-0.07
703.293355,53.219,-4.1,1,1838,0.07,-0.07
703.378947,53.058,-4.4,1,1834,0.07,-0.07
703.393355,53.031,-4.4,1,1833,0.07,-0.07
703.409949,53,-4.3,1,1832,0.07,-0.07
703.493355,52.844,-4.2,1,1829,0.07,-0.07
703.593355,52.656,-4,1,1826,0.07,-0.07
703.693355,52.469,-3.9,1,1822,0.07,-0.06
703.793355,52.282,-3.7,1,1819,0.07,-0.06
703.893355,52.094,-3.5,1,1815,0.07,-0.06
703.993355,51.907,-3.3,1,1812,0.07,-0.06
704.01023,51.875,-3.3,1,1811,0.08,-0.06
704.093355,51.823,-3.2,1,1808,0.08,-0.06
704.193355,51.761,-3,1,1805,0.08,-0.06
704.260978,51.718,-2.9,1,1802,0.08,-0.06
704.293355,51.698,-2.8,1,1801,0.08,-0.06
704.393355,51.636,-2.6,1,1798,0.07,-0.06
704.412325,51.624,-2.6,1,1797,0.07,-0.06
704.41238,51.624,-2.6,1,1797,0.07,-0.06
704.493355,51.573,-2.5,1,1794,0.06,-0.06
704.593355,51.511,-2.3,1,1790,0.05,-0.06
704.693356,51.448,-2.2,1,1787,0.04,-0.06
704.793356,51.386,-2,1,1783,0.03,-0.06
704.893356,51.324,-1.8,1,1779,0.03,-0.06
704.993356,51.261,-1.7,1,1776,0.02,-0.06
705.011087,51.25,-1.6,1,1775,0.02,-0.06
705.093356,51.096,-1.5,1,1772,0.01,-0.06
705.193356,50.909,-1.4,1,1768,0,-0.06
705.293356,50.722,-1.2,1,1765,-0.01,-0.06
705.310506,50.69,-1.2,1,1764,-0.01,-0.06
705.393356,50.535,-1,1,1761,-0.01,-0.06
705.412575,50.499,-1,1,1760,-0.01,-0.06
705.422205,50.481,-1,1,1760,-0.01,-0.06
705.493356,50.347,-0.9,1,1755,-0.02,-0.07
705.593356,50.16,-0.8,1,1748,-0.02,-0.07
705.693356,49.973,-0.6,1,1741,-0.02,-0.07
705.793356,49.786,-0.5,1,1734,-0.02,-0.07
705.893356,49.599,-0.4,1,1727,-0.03,-0.07
705.993356,49.411,-0.2,1,1720,-0.03,-0.07
706.012847,49.375,-0.2,1,1719,-0.03,-0.07
706.093356,49.224,-0.1,1,1713,-0.03,-0.08
706.193356,49.037,0,1,1706,-0.04,-0.08
706.293356,48.85,0.1,1,1699,-0.04,-0.08
706.393356,48.663,0.3,1,1692,-0.04,-0.08
706.414349,48.624,0.3,1,1691,-0.04,-0.08
706.414484,48.623,0.3,1,1691,-0.04,-0.08
706.493356,48.476,0.5,1,1710,-0.04,-0.08
706.593356,48.289,0.8,1,1733,-0.05,-0.08
706.693356,48.101,1.2,1,1757,-0.05,-0.09
706.793356,47.914,1.5,1,1781,-0.05,-0.09
706.893356,47.727,1.8,1,1804,-0.06,-0.09
706.993356,47.54,2.1,1,1828,-0.06,-0.09
707.014755,47.5,2.1,1,1833,-0.06,-0.09
707.093356,47.352,2.4,1,1852,-0.06,-0.09
707.193356,47.164,2.7,1,1876,-0.06,-0.09
707.293356,46.975,3,1,1899,-0.07,-0.09
707.315197,46.934,3,1,1904,-0.07,-0.09
707.393356,46.787,3.3,1,1923,-0.07,-0.09
707.431234,46.716,3.4,1,1932,-0.06,-0.09
707.431353,46.715,3.4,1,1932,-0.06,-0.09
707.493356,46.599,3.3,1,1927,-0.06,-0.09
707.593356,46.41,3.1,1,1919,-0.06,-0.09
707.693356,46.222,2.9,1,1910,-0.06,-0.08
707.793356,46.033,2.7,1,1902,-0.06,-0.08
707.893356,45.845,2.5,1,1894,-0.05,-0.08
707.993356,45.657,2.4,1,1885,-0.05,-0.07
708.010206,45.625,2.3,1,1884,-0.05,-0.07
708.093356,45.484,2.2,1,1877,-0.05,-0.07
708.193356,45.314,2,1,1869,-0.05,-0.07
708.293356,45.144,1.8,1,1860,-0.04,-0.07
708.356779,45.036,1.7,1,1855,-0.04,-0.06
708.393356,44.973,1.6,1,1852,-0.04,-0.06
708.455163,44.868,1.5,1,1847,-0.04,-0.07
708.493356,44.803,1.4,1,1845,-0.04,-0.07
708.512052,44.772,1.4,1,1843,-0.04,-0.07
708.593356,44.633,1.4,1,1838,-0.03,-0.07
708.693356,44.463,1.3,1,1832,-0.03,-0.07
708.793356,44.293,1.3,1,1825,-0.03,-0.08
708.893357,44.123,1.2,1,1819,-0.02,-0.08
708.993357,43.953,1.2,1,1813,-0.02,-0.08
709.093357,43.783,1.1,1,1806,-0.01,-0.09
709.112835,43.75,1.1,1,1805,-0.01,-0.09
709.193357,43.65,1.1,1,1800,-0.01,-0.09
709.293357,43.526,1,1,1793,-0.01,-0.09
709.356117,43.448,1,1,1789,-0.01,-0.09
709.393357,43.402,1,1,1787,0,-0.1
709.455127,43.325,1,1,1783,0,-0.1
709.493357,43.277,1,1,1781,0,-0.1
709.593357,43.153,0.9,1,1775,0,-0.1
709.6107,43.132,0.9,1,1774,0,-0.1
709.693357,43.029,0.9,2,1769,0,-0.1
709.793357,42.905,0.8,2,1763,0,-0.1
709.893357,42.781,0.8,2,1757,0,-0.1
709.993357,42.656,0.7,2,1751,0,-0.1
710.093357,42.532,0.7,2,1745,0,-0.11
710.11936,42.5,0.7,2,1743,0,-0.11
710.193357,42.36,0.6,2,1739,0.01,-0.11
710.293357,42.172,0.6,2,1733,0.01,-0.11
710.393357,41.983,0.5,2,1727,0.01,-0.11
710.455877,41.865,0.5,2,1723,0.01,-0.11
710.493357,41.794,0.5,2,1721,0.01,-0.11
710.593357,41.605,0.5,2,1715,0.01,-0.11
710.693357,41.416,0.4,2,1709,0.01,-0.11
710.714626,41.376,0.4,2,1708,0.01,-0.11
710.793357,41.228,0.4,2,1704,0.01,-0.11
710.893357,41.039,0.3,2,1698,0.01,-0.12
710.993357,40.85,0.3,2,1692,0.02,-0.12
711.093357,40.661,0.3,2,1687,0.02,-0.12
711.112617,40.625,0.3,2,1686,0.02,-0.12
711.193357,40.524,0.3,2,1681,0.02,-0.12
711.293357,40.399,0.2,2,1675,0.02,-0.12
711.393357,40.274,0.2,2,1670,0.02,-0.12
711.455826,40.196,0.2,2,1666,0.02,-0.12
711.493357,40.149,0.2,2,1664,0.02,-0.12
711.593357,40.024,0.1,2,1658,0.02,-0.13
711.693357,39.899,0.1,2,1652,0.02,-0.13
711.713444,39.874,0.1,2,1650,0.03,-0.13
711.793357,39.774,-0.3,2,1646,0.03,-0.13
711.893357,39.649,-0.9,2,1639,0.03,-0.13
711.993357,39.524,-1.4,2,1633,0.03,-0.13
712.093357,39.399,-2,2,1627,0.03,-0.13
712.112496,39.375,-2.1,2,1626,0.03,-0.13
712.193357,39.224,-2.5,2,1621,0.03,-0.13
712.293357,39.036,-3.1,2,1615,0.03,-0.14
712.393357,38.849,-3.7,2,1609,0.03,-0.14
712.493357,38.662,-4.2,2,1603,0.04,-0.14
712.51224,38.627,-4.3,2,1602,0.04,-0.14
712.593357,38.475,-4.8,2,1628,0.04,-0.14
712.693357,38.287,-5.3,2,1660,0.04,-0.14
712.7097,38.257,-5.4,2,1665,0.04,-0.14
712.793357,38.1,-5.6,2,1692,0.04,-0.14
712.893357,37.913,-5.8,2,1723,0.04,-0.14
712.993357,37.726,-6,2,1755,0.04,-0.15
713.093358,37.539,-6.2,2,1787,0.04,-0.15
713.113923,37.5,-6.3,2,1794,0.04,-0.15
713.193358,37.302,-6.5,2,1819,0.04,-0.15
713.293358,37.054,-6.7,2,1851,0.05,-0.15
713.393358,36.805,-6.9,2,1883,0.05,-0.15
713.493358,36.556,-7.1,2,1915,0.05,-0.15
713.513635,36.506,-7.1,2,1921,0.05,-0.15
713.593358,36.308,-7.3,2,1911,0.05,-0.15
713.693358,36.059,-7.5,2,1898,0.05,-0.16
713.722527,35.986,-7.6,2,1895,0.05,-0.16
713.793358,35.81,-7.6,2,1886,0.05,-0.16
713.893358,35.562,-7.6,2,1873,0.05,-0.16
713.993358,35.313,-7.6,2,1861,0.05,-0.16
714.093358,35.064,-7.6,2,1848,0.06,-0.16
714.119133,35,-7.6,2,1845,0.06,-0.16
714.193358,34.873,-7.6,2,1836,0.06,-0.16
714.293358,34.702,-7.6,2,1823,0.06,-0.16
714.393358,34.531,-7.6,2,1811,0.06,-0.17
714.493358,34.359,-7.6,2,1798,0.06,-0.17
714.558186,34.248,-7.6,2,1790,0.06,-0.17
714.593358,34.188,-7.6,2,1785,0.06,-0.17
714.693358,34.017,-7.6,2,1773,0.06,-0.17
714.717034,33.977,-7.6,2,1770,0.06,-0.17
714.793358,33.846,-7.7,2,1760,0.06,-0.17
714.893358,33.675,-7.9,2,1747,0.07,-0.17
714.993358,33.504,-8,2,1734,0.07,-0.17
715.093358,33.332,-8.2,2,1721,0.07,-0.18
715.193358,33.161,-8.3,2,1708,0.07,-0.18
715.214505,33.125,-8.3,2,1705,0.07,-0.18
715.293358,32.928,-8.5,2,1695,0.07,-0.18
715.393358,32.677,-8.6,2,1682,0.07,-0.18
715.493358,32.427,-8.8,2,1669,0.07,-0.18
715.55831,32.265,-8.9,2,1661,0.07,-0.18
715.593358,32.177,-8.9,2,1657,0.08,-0.18
715.693358,31.927,-9.1,2,1644,0.08,-0.18
715.715112,31.872,-9.1,2,1641,0.08,-0.18
715.793358,31.677,-9,2,1631,0.08,-0.18
715.893358,31.426,-8.9,2,1618,0.08,-0.19
715.993358,31.176,-8.8,2,1606,0.08,-0.19
716.093358,30.926,-8.7,2,1593,0.08,-0.19
716.193358,30.676,-8.6,2,1580,0.08,-0.19
716.213677,30.625,-8.6,2,1578,0.08,-0.19
716.293358,30.426,-8.5,2,1567,0.08,-0.19
716.393358,30.177,-8.4,2,1555,0.09,-0.19
716.493358,29.927,-8.2,2,1542,0.09,-0.19
716.593358,29.677,-8.1,2,1529,0.09,-0.2
716.610239,29.635,-8.1,2,1527,0.09,-0.2
716.693358,29.428,-8,2,1544,0.09,-0.2
716.71769,29.367,-8,2,1550,0.09,-0.2
716.793358,29.178,-8.2,2,1565,0.09,-0.2
716.893358,28.929,-8.4,2,1586,0.09,-0.2
716.993358,28.679,-8.7,2,1607,0.09,-0.2
717.093358,28.43,-8.9,2,1628,0.09,-0.2
717.193358,28.18,-9.2,2,1649,0.1,-0.2
717.215398,28.125,-9.2,2,1654,0.1,-0.2
717.293359,27.835,-9.4,2,1670,0.1,-0.21
717.393359,27.463,-9.7,2,1691,0.1,-0.21
717.493359,27.09,-9.9,2,1712,0.1,-0.21
717.5166,27.004,-10,2,1717,0.1,-0.21
717.593359,26.718,-10.2,2,1733,0.1,-0.21
717.612633,26.646,-10.2,2,1737,0.1,-0.21
717.693359,26.346,-10.4,2,1719,0.1,-0.21
717.719338,26.249,-10.5,2,1713,0.1,-0.21
717.793359,25.974,-11.7,2,1696,0.1,-0.21
717.893359,25.601,-13.3,2,1673,0.1,-0.21
717.993359,25.229,-14.9,2,1650,0.1,-0.21
718.093359,24.857,-16.5,2,1627,0.09,-0.21
718.193359,24.485,-18.2,2,1605,0.09,-0.21
718.2228,24.375,-18.6,2,1598,0.09,-0.21
718.293359,24.108,-19.8,2,1582,0.09,-0.21
718.393359,23.73,-21.4,2,1559,0.09,-0.21
718.493359,23.351,-23,2,1536,0.09,-0.21
718.593359,22.973,-24.6,2,1513,0.09,-0.21
718.611946,22.903,-24.9,2,1509,0.09,-0.21
718.693359,22.595,-26.2,2,1515,0.09,-0.21
718.715069,22.513,-26.6,2,1517,0.09,-0.21
718.793359,22.217,-27.7,2,1522,0.09,-0.21
718.893359,21.838,-29.1,2,1530,0.09,-0.21
718.993359,21.46,-30.5,2,1537,0.09,-0.22
719.093359,21.082,-32,3,1545,0.09,-0.22
719.193359,20.703,-33.4,3,1552,0.09,-0.22
719.214064,20.625,-33.7,3,1554,0.09,-0.22
719.293359,20.377,-34.8,3,1559,0.08,-0.22
719.393359,20.064,-36.2,3,1567,0.08,-0.22
719.493359,19.752,-37.6,3,1574,0.08,-0.22
719.593359,19.439,-39,3,1582,0.08,-0.22
719.611969,19.381,-39.3,3,1583,0.08,-0.22
719.693359,19.127,-40.4,3,1562,0.08,-0.22
719.711427,19.07,-40.7,3,1558,0.08,-0.22
719.793359,18.814,-42.1,3,1537,0.08,-0.22
719.893359,18.501,-43.8,3,1512,0.08,-0.22
719.993359,18.189,-45.5,3,1487,0.08,-0.22
720.093359,17.876,-47.3,3,1461,0.08,-0.22
720.193359,17.563,-49,3,1436,0.08,-0.22
720.213639,17.5,-49.3,3,1431,0.08,-0.22
720.293359,17.3,-50.7,3,1411,0.08,-0.22
720.393359,17.049,-52.4,3,1385,0.07,-0.22
720.493359,16.799,-54.1,3,1360,0.07,-0.22
720.593359,16.548,-55.8,3,1335,0.07,-0.22
720.612364,16.5,-56.2,3,1330,0.07,-0.22
720.693359,16.297,-57.6,3,1307,0.07,-0.22
720.713141,16.248,-57.9,3,1302,0.07,-0.22
720.793359,16.046,-59,3,1280,0.07,-0.22
720.893359,15.796,-60.4,3,1252,0.07,-0.22
720.993359,15.545,-61.8,3,1224,0.07,-0.22
721.093359,15.294,-63.2,3,1196,0.07,-0.22
721.193359,15.044,-64.5,3,1168,0.07,-0.22
721.21073,15,-64.8,3,1163,0.07,-0.22
721.293359,14.69,-65.9,3,1140,0.07,-0.22
721.393359,14.316,-67.3,3,1113,0.07,-0.22
721.49336,13.941,-68.7,3,1085,0.07,-0.23
721.59336,13.566,-70.1,3,1057,0.06,-0.23
721.611121,13.5,-70.3,3,1052,0.06,-0.23
721.69336,13.191,-71.5,3,1050,0.06,-0.23
721.711359,13.124,-71.7,3,1050,0.06,-0.23
721.79336,12.817,-72.6,3,1048,0.06,-0.23
721.89336,12.442,-73.7,3,1046,0.06,-0.23
721.99336,12.067,-74.8,3,1044,0.06,-0.23
722.09336,11.692,-76,3,1041,0.06,-0.23
722.19336,11.318,-77.1,3,1039,0.06,-0.23
722.21141,11.25,-77.3,3,1039,0.06,-0.23
722.29336,10.891,-78.2,3,1037,0.06,-0.23
722.39336,10.454,-79.3,3,1035,0.06,-0.23
722.49336,10.016,-80.4,3,1033,0.06,-0.23
722.509976,9.944,-80.6,3,1032,0.06,-0.23
722.59336,9.579,-81.5,3,1030,0.05,-0.21
722.611495,9.5,-81.7,3,1030,0.05,-0.21
722.69336,9.141,-82.7,3,1012,0.05,-0.19
722.715248,9.046,-82.9,3,1007,0.05,-0.19
722.79336,8.704,-82.6,3,990,0.05,-0.17
722.89336,8.266,-82.1,3,968,0.05,-0.15
722.99336,7.829,-81.7,3,946,0.04,-0.12
723.09336,7.391,-81.2,3,924,0.04,-0.1
723.19336,6.954,-80.8,3,902,0.04,-0.08
723.211369,6.875,-80.7,3,898,0.04,-0.08
723.29336,6.772,-80.3,3,880,0.04,-0.06
723.39336,6.647,-79.9,3,858,0.04,-0.04
723.49336,6.522,-79.5,3,836,0.03,-0.02
723.509908,6.501,-79.4,3,832,0.03,-0.01
723.59336,6.397,-79,3,814,0.03,-0.01
723.614213,6.371,-78.9,3,809,0.03,-0.01
723.69336,6.272,-78.6,3,814,0.03,0
723.711497,6.249,-78.5,3,815,0.03,0
723.74899,6.202,-78.5,3,817,0.03,0.01
723.79336,6.147,-78.6,4,819,0.03,0.01
723.89336,6.022,-78.6,5,825,0.03,0.02
723.99336,5.897,-78.7,6,831,0.03,0.02
724.09336,5.771,-78.8,7,836,0.03,0.03
724.19336,5.646,-78.9,8,842,0.03,0.04
724.210437,5.625,-78.9,9,843,0.03,0.04
724.29336,5.677,-79,10,848,0.03,0.05
724.39336,5.739,-79,11,854,0.03,0.06
724.49336,5.802,-79.1,12,859,0.03,0.06
724.509184,5.812,-79.1,12,860,0.03,0.06
724.59336,5.864,-79.2,13,865,0.03,0.06
724.610541,5.875,-79.2,14,866,0.03,0.06
724.69336,5.927,-79.3,15,876,0.03,0.06
724.710875,5.938,-79.3,15,878,0.03,0.06
724.79336,5.989,-79.3,16,887,0.03,0.05
724.811406,6,-79.3,16,889,0.03,0.05
724.89336,6.052,-79.3,15,899,0.04,0.05
724.99336,6.114,-79.3,13,911,0.04,0.04
725.09336,6.177,-79.3,11,922,0.04,0.04
725.19336,6.239,-79.3,10,934,0.04,0.03
725.210977,6.25,-79.3,10,936,0.04,0.03
725.29336,6.302,-79.4,8,946,0.04,0.03
725.39336,6.364,-79.4,7,958,0.04,0.03
725.49336,6.427,-79.4,5,969,0.05,0.02
725.508776,6.436,-79.4,5,971,0.05,0.02
725.59336,6.489,-79.4,3,981,0.05,0.03
725.610735,6.5,-79.4,3,983,0.05,0.03
725.693361,6.552,-79.4,2,971,0.04,0.03
725.711223,6.563,-79.4,2,969,0.04,0.03
725.793361,6.614,-75.6,0,957,0.04,0.03
725.810311,6.625,-74.8,0,954,0.04,0.03
725.893361,6.677,-70.9,0,942,0.04,0.04
725.993361,6.739,-66.2,1,928,0.04,0.04
726.093361,6.802,-61.5,1,914,0.04,0.05
726.193361,6.865,-56.9,2,899,0.04,0.05
726.210073,6.875,-56.1,2,897,0.04,0.05
726.293361,6.771,-52.2,2,885,0.03,0.06
726.393361,6.647,-47.5,2,870,0.03,0.06
726.493361,6.523,-42.8,3,856,0.03,0.06
726.593361,6.398,-38.2,3,842,0.03,0.07
726.611064,6.376,-37.3,3,839,0.03,0.07
726.693361,6.274,-33.5,3,847,0.03,0.07
726.710445,6.253,-32.7,4,849,0.03,0.07
726.793361,6.15,-30,4,857,0.03,0.08
726.830143,6.104,-28.7,4,861,0.03,0.08
726.893361,6.025,-26.6,6,867,0.03,0.08
726.993361,5.901,-23.3,9,877,0.02,0.08
727.093361,5.776,-20,12,887,0.02,0.09
727.193361,5.652,-16.7,15,897,0.02,0.09
727.215171,5.625,-16,15,899,0.02,0.09
727.293361,5.723,-13.4,18,907,0.02,0.1
727.393361,5.848,-10.1,21,916,0.02,0.1
727.493361,5.973,-6.8,24,926,0.02,0.11
727.508878,5.993,-6.3,24,928,0.02,0.11
727.593361,6.098,-3.5,27,936,0.01,0.12
727.610652,6.12,-2.9,27,938,0.01,0.12
727.693361,6.223,-0.2,29,979,0,0.13
727.710216,6.245,0.4,30,987,0,0.13
727.793361,6.349,7,32,1028,-0.01,0.14
727.8475,6.416,11.3,34,1055,-0.01,0.15
727.893361,6.474,14.9,34,1077,-0.02,0.15
727.993361,6.599,22.8,33,1127,-0.02,0.16
728.093361,6.724,30.7,33,1176,-0.03,0.18
728.193361,6.849,38.6,33,1226,-0.04,0.19
728.213911,6.875,40.2,33,1236,-0.04,0.19
728.293361,7.223,46.5,32,1275,-0.05,0.2
728.393361,7.662,54.4,32,1324,-0.06,0.21
728.493361,8.1,62.3,32,1374,-0.07,0.22
728.509319,8.17,63.6,31,1381,-0.07,0.22
728.593361,8.539,70.2,31,1423,-0.08,0.22
728.611793,8.62,71.7,31,1432,-0.08,0.22
728.693361,8.977,78.1,31,1474,-0.09,0.21
728.711737,9.058,79.6,31,1484,-0.1,0.21
728.793361,9.416,82,30,1526,-0.11,0.21
728.893361,9.854,85,30,1578,-0.12,0.2
728.904781,9.904,85.3,30,1584,-0.12,0.2
728.993361,10.293,87.9,30,1630,-0.14,0.19
729.093361,10.731,90.9,30,1682,-0.15,0.19
729.193361,11.17,93.9,29,1734,-0.17,0.18
729.211718,11.25,94.4,29,1744,-0.17,0.18
729.293361,11.556,96.8,29,1786,-0.18,0.17
729.393361,11.931,99.8,29,1838,-0.2,0.17
729.493361,12.306,102.7,29,1890,-0.21,0.16
729.510104,12.369,103.2,29,1899,-0.21,0.16
729.593361,12.681,105.7,29,1942,-0.22,0.16
729.610716,12.746,106.2,29,1951,-0.22,0.15
729.693361,13.056,108.7,28,1926,-0.22,0.15
729.711192,13.123,109.2,28,1920,-0.23,0.15
729.793361,13.431,109.3,28,1895,-0.23,0.14
729.893362,13.807,109.5,28,1864,-0.24,0.14
729.918256,13.9,109.5,28,1857,-0.24,0.13
729.993362,14.182,109.7,28,1834,-0.24,0.13
730.093362,14.557,109.8,28,1803,-0.25,0.12
730.193362,14.932,110,29,1773,-0.26,0.12
730.211582,15,110,29,1767,-0.26,0.12
730.293362,15.153,110.1,29,1742,-0.26,0.11
730.393362,15.341,110.3,29,1711,-0.27,0.1
730.493362,15.528,110.5,29,1681,-0.27,0.1
730.509975,15.559,110.5,29,1676,-0.28,0.1
730.593362,15.716,110.6,29,1650,-0.28,0.1
730.609907,15.747,110.6,29,1645,-0.28,0.1
730.693362,15.903,110.8,30,1658,-0.29,0.1
730.711324,15.937,110.8,30,1661,-0.29,0.1
730.793362,16.091,108.2,30,1673,-0.29,0.11
730.893362,16.278,105.1,30,1689,-0.3,0.11
730.918822,16.326,104.3,30,1693,-0.3,0.11
730.993362,16.465,102,30,1704,-0.3,0.11
